NCBI.GeneID	ySmbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
18015	Nf1	neurofibromin 1	Mus musculus	house mouse	PROTEIN_CODING	10	4763	NCBI Ortholog
18538	Pcna	proliferating cell nuclear antigen	Mus musculus	house mouse	PROTEIN_CODING	1	5111	NCBI Ortholog
18708	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	Mus musculus	house mouse	PROTEIN_CODING	4	5295	NCBI Ortholog
192119	Dicer1	dicer 1, ribonuclease type III	Mus musculus	house mouse	PROTEIN_CODING	2	23405	NCBI Ortholog
20779	Src	Rous sarcoma oncogene	Mus musculus	house mouse	PROTEIN_CODING	24	6714	NCBI Ortholog
21813	Tgfbr2	transforming growth factor, beta receptor II	Mus musculus	house mouse	PROTEIN_CODING	2	7048	NCBI Ortholog
21947	Cd40lg	CD40 ligand	Mus musculus	house mouse	PROTEIN_CODING	1	959	NCBI Ortholog
22408	Wnt1	wingless-type MMTV integration site family, member 1	Mus musculus	house mouse	PROTEIN_CODING	1	7471	NCBI Ortholog
52897	Rbfox3	RNA binding protein, fox-1 homolog (C. elegans) 3	Mus musculus	house mouse	PROTEIN_CODING	28	146713	NCBI Ortholog
106759	Ticam1	TIR domain containing adaptor molecule 1	Mus musculus	house mouse	PROTEIN_CODING	1	148022	NCBI Ortholog
12125	Bcl2l11	BCL2 like 11	Mus musculus	house mouse	PROTEIN_CODING	15	10018	NCBI Ortholog
12229	Btk	Bruton agammaglobulinemia tyrosine kinase	Mus musculus	house mouse	PROTEIN_CODING	4	695	NCBI Ortholog
12558	Cdh2	cadherin 2	Mus musculus	house mouse	PROTEIN_CODING	2	1000	NCBI Ortholog
14160	Lgr5	leucine rich repeat containing G protein coupled receptor 5	Mus musculus	house mouse	PROTEIN_CODING	1	8549	NCBI Ortholog
14460	Gata1	GATA binding protein 1	Mus musculus	house mouse	PROTEIN_CODING	3	2623	NCBI Ortholog
18609	Pdx1	pancreatic and duodenal homeobox 1	Mus musculus	house mouse	PROTEIN_CODING	1	3651	NCBI Ortholog
19713	Ret	ret proto-oncogene	Mus musculus	house mouse	PROTEIN_CODING	2	5979	NCBI Ortholog
20656	Sod2	superoxide dismutase 2, mitochondrial	Mus musculus	house mouse	PROTEIN_CODING	1	6648	NCBI Ortholog
20850	Stat5a	signal transducer and activator of transcription 5A	Mus musculus	house mouse	PROTEIN_CODING	5	6776	NCBI Ortholog
22416	Wnt3a	wingless-type MMTV integration site family, member 3A	Mus musculus	house mouse	PROTEIN_CODING	1	89780	NCBI Ortholog
60533	Cd274	CD274 antigen	Mus musculus	house mouse	PROTEIN_CODING	3	29126	NCBI Ortholog
77605	H2az2	H2A.Z histone variant 2	Mus musculus	house mouse	PROTEIN_CODING	3	94239	NCBI Ortholog
13433	Dnmt1	DNA methyltransferase 1	Mus musculus	house mouse	PROTEIN_CODING	7	1786	NCBI Ortholog
18091	Nkx2-5	NK2 homeobox 5	Mus musculus	house mouse	PROTEIN_CODING	2	1482	NCBI Ortholog
18145	Npc1	NPC intracellular cholesterol transporter 1	Mus musculus	house mouse	PROTEIN_CODING	2	4864	NCBI Ortholog
18504	Pax2	paired box 2	Mus musculus	house mouse	PROTEIN_CODING	10	5076	NCBI Ortholog
18509	Pax7	paired box 7	Mus musculus	house mouse	PROTEIN_CODING	4	5081	NCBI Ortholog
18823	Plp1	proteolipid protein (myelin) 1	Mus musculus	house mouse	PROTEIN_CODING	6	5354	NCBI Ortholog
22352	Vim	vimentin	Mus musculus	house mouse	PROTEIN_CODING	1	7431	NCBI Ortholog
109648	Npy	neuropeptide Y	Mus musculus	house mouse	PROTEIN_CODING	1	4852	NCBI Ortholog
111507	Igh	immunoglobulin heavy chain complex	Mus musculus	house mouse	PROTEIN_CODING	NA	NA	
11303	Abca1	ATP-binding cassette, sub-family A member 1	Mus musculus	house mouse	PROTEIN_CODING	3	19	NCBI Ortholog
11829	Aqp4	aquaporin 4	Mus musculus	house mouse	PROTEIN_CODING	9	361	NCBI Ortholog
12310	Calca	calcitonin/calcitonin-related polypeptide, alpha	Mus musculus	house mouse	PROTEIN_CODING	7	796	NCBI Ortholog
12479	Cd1d1	CD1d1 antigen	Mus musculus	house mouse	PROTEIN_CODING	15	912	NCBI Ortholog
12702	Socs3	suppressor of cytokine signaling 3	Mus musculus	house mouse	PROTEIN_CODING	1	9021	NCBI Ortholog
16591	Kl	klotho	Mus musculus	house mouse	PROTEIN_CODING	2	9365	NCBI Ortholog
18976	Pomc	pro-opiomelanocortin-alpha	Mus musculus	house mouse	PROTEIN_CODING	5	5443	NCBI Ortholog
22227	Ucp1	uncoupling protein 1 (mitochondrial, proton carrier)	Mus musculus	house mouse	PROTEIN_CODING	1	7350	NCBI Ortholog
50913	Olig2	oligodendrocyte transcription factor 2	Mus musculus	house mouse	PROTEIN_CODING	2	10215	NCBI Ortholog
11628	Aicda	activation-induced cytidine deaminase	Mus musculus	house mouse	PROTEIN_CODING	1	57379	NCBI Ortholog
12286	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Mus musculus	house mouse	PROTEIN_CODING	36	773	NCBI Ortholog
12606	Cebpa	CCAAT/enhancer binding protein alpha	Mus musculus	house mouse	PROTEIN_CODING	5	1050	NCBI Ortholog
12753	Clock	clock circadian regulator	Mus musculus	house mouse	PROTEIN_CODING	21	9575	NCBI Ortholog
13555	E2f1	E2F transcription factor 1	Mus musculus	house mouse	PROTEIN_CODING	2	1869	NCBI Ortholog
14056	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	Mus musculus	house mouse	PROTEIN_CODING	43	2146	NCBI Ortholog
14714	Gnrh1	gonadotropin releasing hormone 1	Mus musculus	house mouse	PROTEIN_CODING	2	2796	NCBI Ortholog
14799	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	Mus musculus	house mouse	PROTEIN_CODING	6	2890	NCBI Ortholog
16150	Ikbkb	inhibitor of kappaB kinase beta	Mus musculus	house mouse	PROTEIN_CODING	12	3551	NCBI Ortholog
17172	Ascl1	achaete-scute family bHLH transcription factor 1	Mus musculus	house mouse	PROTEIN_CODING	1	429	NCBI Ortholog
17700	Mstn	myostatin	Mus musculus	house mouse	PROTEIN_CODING	1	2660	NCBI Ortholog
18667	Pgr	progesterone receptor	Mus musculus	house mouse	PROTEIN_CODING	2	5241	NCBI Ortholog
18750	Prkca	protein kinase C, alpha	Mus musculus	house mouse	PROTEIN_CODING	2	5578	NCBI Ortholog
20375	Spi1	Spi-1 proto-oncogene	Mus musculus	house mouse	PROTEIN_CODING	3	6688	NCBI Ortholog
212541	Rho	rhodopsin	Mus musculus	house mouse	PROTEIN_CODING	4	6010	NCBI Ortholog
22259	Nr1h3	nuclear receptor subfamily 1, group H, member 3	Mus musculus	house mouse	PROTEIN_CODING	6	10062	NCBI Ortholog
22418	Wnt5a	wingless-type MMTV integration site family, member 5A	Mus musculus	house mouse	PROTEIN_CODING	5	7474	NCBI Ortholog
56484	Foxo3	forkhead box O3	Mus musculus	house mouse	PROTEIN_CODING	2	2309	NCBI Ortholog
12308	Calb2	calbindin 2	Mus musculus	house mouse	PROTEIN_CODING	3	794	NCBI Ortholog
140919	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	Mus musculus	house mouse	PROTEIN_CODING	3	57084	NCBI Ortholog
14127	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	Mus musculus	house mouse	PROTEIN_CODING	1	2207	NCBI Ortholog
14417	Gad2	glutamic acid decarboxylase 2	Mus musculus	house mouse	PROTEIN_CODING	2	2572	NCBI Ortholog
16159	Il12a	interleukin 12a	Mus musculus	house mouse	PROTEIN_CODING	6	3592	NCBI Ortholog
18018	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	Mus musculus	house mouse	PROTEIN_CODING	9	4772	NCBI Ortholog
18424	Otx2	orthodenticle homeobox 2	Mus musculus	house mouse	PROTEIN_CODING	11	5015	NCBI Ortholog
20186	Nr1h4	nuclear receptor subfamily 1, group H, member 4	Mus musculus	house mouse	PROTEIN_CODING	7	9971	NCBI Ortholog
20778	Scarb1	scavenger receptor class B, member 1	Mus musculus	house mouse	PROTEIN_CODING	15	949	NCBI Ortholog
22061	Trp63	transformation related protein 63	Mus musculus	house mouse	PROTEIN_CODING	11	8626	NCBI Ortholog
277328	Trpa1	transient receptor potential cation channel, subfamily A, member 1	Mus musculus	house mouse	PROTEIN_CODING	2	8989	NCBI Ortholog
12477	Ctla4	cytotoxic T-lymphocyte-associated protein 4	Mus musculus	house mouse	PROTEIN_CODING	3	1493	NCBI Ortholog
14165	Fgf10	fibroblast growth factor 10	Mus musculus	house mouse	PROTEIN_CODING	1	2255	NCBI Ortholog
14462	Gata3	GATA binding protein 3	Mus musculus	house mouse	PROTEIN_CODING	12	2625	NCBI Ortholog
14634	Gli3	GLI-Kruppel family member GLI3	Mus musculus	house mouse	PROTEIN_CODING	1	2737	NCBI Ortholog
15205	Hes1	hes family bHLH transcription factor 1	Mus musculus	house mouse	PROTEIN_CODING	6	3280	NCBI Ortholog
15977	Ifnb1	interferon beta 1, fibroblast	Mus musculus	house mouse	PROTEIN_CODING	1	3456	NCBI Ortholog
16414	Itgb2	integrin beta 2	Mus musculus	house mouse	PROTEIN_CODING	6	3689	NCBI Ortholog
16416	Itgb3	integrin beta 3	Mus musculus	house mouse	PROTEIN_CODING	2	3690	NCBI Ortholog
16522	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6	Mus musculus	house mouse	PROTEIN_CODING	6	3763	NCBI Ortholog
17701	Msx1	msh homeobox 1	Mus musculus	house mouse	PROTEIN_CODING	1	4487	NCBI Ortholog
18753	Prkcd	protein kinase C, delta	Mus musculus	house mouse	PROTEIN_CODING	7	5580	NCBI Ortholog
19247	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	Mus musculus	house mouse	PROTEIN_CODING	2	5781	NCBI Ortholog
58991	Ghrl	ghrelin	Mus musculus	house mouse	PROTEIN_CODING	6	51738	NCBI Ortholog
63873	Trpv4	transient receptor potential cation channel, subfamily V, member 4	Mus musculus	house mouse	PROTEIN_CODING	4	59341	NCBI Ortholog
11793	Atg5	autophagy related 5	Mus musculus	house mouse	PROTEIN_CODING	12	9474	NCBI Ortholog
12048	Bcl2l1	BCL2-like 1	Mus musculus	house mouse	PROTEIN_CODING	11	598	NCBI Ortholog
12189	Brca1	breast cancer 1, early onset	Mus musculus	house mouse	PROTEIN_CODING	6	672	NCBI Ortholog
12775	Ccr7	C-C motif chemokine receptor 7	Mus musculus	house mouse	PROTEIN_CODING	2	1236	NCBI Ortholog
14118	Fbn1	fibrillin 1	Mus musculus	house mouse	PROTEIN_CODING	3	2200	NCBI Ortholog
14812	Grin2b	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	Mus musculus	house mouse	PROTEIN_CODING	7	2904	NCBI Ortholog
16190	Il4ra	interleukin 4 receptor, alpha	Mus musculus	house mouse	PROTEIN_CODING	2	3566	NCBI Ortholog
16196	Il7	interleukin 7	Mus musculus	house mouse	PROTEIN_CODING	4	3574	NCBI Ortholog
17125	Smad1	SMAD family member 1	Mus musculus	house mouse	PROTEIN_CODING	2	4086	NCBI Ortholog
17128	Smad4	SMAD family member 4	Mus musculus	house mouse	PROTEIN_CODING	6	4089	NCBI Ortholog
17246	Mdm2	transformed mouse 3T3 cell double minute 2	Mus musculus	house mouse	PROTEIN_CODING	11	4193	NCBI Ortholog
18596	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	Mus musculus	house mouse	PROTEIN_CODING	4	5159	NCBI Ortholog
19664	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	Mus musculus	house mouse	PROTEIN_CODING	9	3516	NCBI Ortholog
20344	Selp	selectin, platelet	Mus musculus	house mouse	PROTEIN_CODING	1	6403	NCBI Ortholog
20665	Sox10	SRY (sex determining region Y)-box 10	Mus musculus	house mouse	PROTEIN_CODING	1	6663	NCBI Ortholog
74244	Atg7	autophagy related 7	Mus musculus	house mouse	PROTEIN_CODING	9	10533	NCBI Ortholog
108079	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	Mus musculus	house mouse	PROTEIN_CODING	2	5563	NCBI Ortholog
12774	Ccr5	C-C motif chemokine receptor 5	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
16449	Jag1	jagged 1	Mus musculus	house mouse	PROTEIN_CODING	2	182	NCBI Ortholog
16819	Lcn2	lipocalin 2	Mus musculus	house mouse	PROTEIN_CODING	1	3934	NCBI Ortholog
16905	Lmna	lamin A	Mus musculus	house mouse	PROTEIN_CODING	5	4000	NCBI Ortholog
19015	Ppard	peroxisome proliferator activator receptor delta	Mus musculus	house mouse	PROTEIN_CODING	8	5467	NCBI Ortholog
20595	Smn1	survival motor neuron 1	Mus musculus	house mouse	PROTEIN_CODING	3	NA	
20869	Stk11	serine/threonine kinase 11	Mus musculus	house mouse	PROTEIN_CODING	7	6794	NCBI Ortholog
21869	Nkx2-1	NK2 homeobox 1	Mus musculus	house mouse	PROTEIN_CODING	4	7080	NCBI Ortholog
64930	Tsc1	TSC complex subunit 1	Mus musculus	house mouse	PROTEIN_CODING	13	7248	NCBI Ortholog
71950	Nanog	Nanog homeobox	Mus musculus	house mouse	PROTEIN_CODING	4	79923	NCBI Ortholog
11555	Adrb2	adrenergic receptor, beta 2	Mus musculus	house mouse	PROTEIN_CODING	1	154	NCBI Ortholog
12540	Cdc42	cell division cycle 42	Mus musculus	house mouse	PROTEIN_CODING	20	998	NCBI Ortholog
12802	Cnr2	cannabinoid receptor 2	Mus musculus	house mouse	PROTEIN_CODING	2	1269	NCBI Ortholog
13346	Des	desmin	Mus musculus	house mouse	PROTEIN_CODING	1	1674	NCBI Ortholog
14219	Ccn2	cellular communication network factor 2	Mus musculus	house mouse	PROTEIN_CODING	1	1490	NCBI Ortholog
14573	Gdnf	glial cell line derived neurotrophic factor	Mus musculus	house mouse	PROTEIN_CODING	4	2668	NCBI Ortholog
15170	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	Mus musculus	house mouse	PROTEIN_CODING	2	5777	NCBI Ortholog
15270	H2ax	H2A.X variant histone	Mus musculus	house mouse	PROTEIN_CODING	1	3014	NCBI Ortholog
16992	Lta	lymphotoxin A	Mus musculus	house mouse	PROTEIN_CODING	2	4049	NCBI Ortholog
17126	Smad2	SMAD family member 2	Mus musculus	house mouse	PROTEIN_CODING	6	4087	NCBI Ortholog
17295	Met	met proto-oncogene	Mus musculus	house mouse	PROTEIN_CODING	6	4233	NCBI Ortholog
17969	Ncf1	neutrophil cytosolic factor 1	Mus musculus	house mouse	PROTEIN_CODING	4	653361	NCBI Ortholog
19130	Prox1	prospero homeobox 1	Mus musculus	house mouse	PROTEIN_CODING	6	5629	NCBI Ortholog
21923	Tnc	tenascin C	Mus musculus	house mouse	PROTEIN_CODING	6	3371	NCBI Ortholog
56636	Fgf21	fibroblast growth factor 21	Mus musculus	house mouse	PROTEIN_CODING	1	26291	NCBI Ortholog
64384	Sirt3	sirtuin 3	Mus musculus	house mouse	PROTEIN_CODING	5	23410	NCBI Ortholog
72512	Sting1	stimulator of interferon response cGAMP interactor 1	Mus musculus	house mouse	PROTEIN_CODING	4	340061	NCBI Ortholog
11606	Agt	angiotensinogen	Mus musculus	house mouse	PROTEIN_CODING	2	183	NCBI Ortholog
12519	Cd80	CD80 antigen	Mus musculus	house mouse	PROTEIN_CODING	4	941	NCBI Ortholog
12765	Cxcr2	C-X-C motif chemokine receptor 2	Mus musculus	house mouse	PROTEIN_CODING	2	3579	NCBI Ortholog
13435	Dnmt3a	DNA methyltransferase 3A	Mus musculus	house mouse	PROTEIN_CODING	8	1788	NCBI Ortholog
13488	Drd1	dopamine receptor D1	Mus musculus	house mouse	PROTEIN_CODING	2	1812	NCBI Ortholog
13654	Egr2	early growth response 2	Mus musculus	house mouse	PROTEIN_CODING	7	1959	NCBI Ortholog
14254	Flt1	FMS-like tyrosine kinase 1	Mus musculus	house mouse	PROTEIN_CODING	9	2321	NCBI Ortholog
14804	Grid2	glutamate receptor, ionotropic, delta 2	Mus musculus	house mouse	PROTEIN_CODING	3	2895	NCBI Ortholog
15234	Hgf	hepatocyte growth factor	Mus musculus	house mouse	PROTEIN_CODING	6	3082	NCBI Ortholog
15461	Hras	Harvey rat sarcoma virus oncogene	Mus musculus	house mouse	PROTEIN_CODING	14	3265	NCBI Ortholog
16600	Klf4	Kruppel-like transcription factor 4 (gut)	Mus musculus	house mouse	PROTEIN_CODING	2	9314	NCBI Ortholog
16728	L1cam	L1 cell adhesion molecule	Mus musculus	house mouse	PROTEIN_CODING	4	3897	NCBI Ortholog
16878	Lif	leukemia inhibitory factor	Mus musculus	house mouse	PROTEIN_CODING	5	3976	NCBI Ortholog
17877	Myf5	myogenic factor 5	Mus musculus	house mouse	PROTEIN_CODING	2	4617	NCBI Ortholog
17928	Myog	myogenin	Mus musculus	house mouse	PROTEIN_CODING	1	4656	NCBI Ortholog
19883	Rora	RAR-related orphan receptor alpha	Mus musculus	house mouse	PROTEIN_CODING	14	6095	NCBI Ortholog
211323	Nrg1	neuregulin 1	Mus musculus	house mouse	PROTEIN_CODING	37	3084	NCBI Ortholog
21375	Tbr1	T-box brain transcription factor 1	Mus musculus	house mouse	PROTEIN_CODING	4	10716	NCBI Ortholog
257632	Nod2	nucleotide-binding oligomerization domain containing 2	Mus musculus	house mouse	PROTEIN_CODING	6	64127	NCBI Ortholog
66824	Pycard	PYD and CARD domain containing	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
11491	Adam17	a disintegrin and metallopeptidase domain 17	Mus musculus	house mouse	PROTEIN_CODING	6	6868	NCBI Ortholog
12006	Axin2	axin 2	Mus musculus	house mouse	PROTEIN_CODING	6	8313	NCBI Ortholog
13198	Ddit3	DNA-damage inducible transcript 3	Mus musculus	house mouse	PROTEIN_CODING	6	1649	NCBI Ortholog
13612	Edil3	EGF-like repeats and discoidin I-like domains 3	Mus musculus	house mouse	PROTEIN_CODING	2	10085	NCBI Ortholog
13798	En1	engrailed 1	Mus musculus	house mouse	PROTEIN_CODING	1	2019	NCBI Ortholog
14063	F2rl1	F2R like trypsin receptor 1	Mus musculus	house mouse	PROTEIN_CODING	1	2150	NCBI Ortholog
14600	Ghr	growth hormone receptor	Mus musculus	house mouse	PROTEIN_CODING	3	2690	NCBI Ortholog
16175	Il1a	interleukin 1 alpha	Mus musculus	house mouse	PROTEIN_CODING	1	3552	NCBI Ortholog
16367	Irs1	insulin receptor substrate 1	Mus musculus	house mouse	PROTEIN_CODING	1	3667	NCBI Ortholog
16842	Lef1	lymphoid enhancer binding factor 1	Mus musculus	house mouse	PROTEIN_CODING	11	51176	NCBI Ortholog
17748	Mt1	metallothionein 1	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
18186	Nrp1	neuropilin 1	Mus musculus	house mouse	PROTEIN_CODING	5	8829	NCBI Ortholog
18626	Per1	period circadian clock 1	Mus musculus	house mouse	PROTEIN_CODING	7	5187	NCBI Ortholog
18763	Pkd1	polycystin 1, transient receptor potential channel interacting	Mus musculus	house mouse	PROTEIN_CODING	24	5310	NCBI Ortholog
18791	Plat	plasminogen activator, tissue	Mus musculus	house mouse	PROTEIN_CODING	3	5327	NCBI Ortholog
19213	Ptf1a	pancreas specific transcription factor, 1a	Mus musculus	house mouse	PROTEIN_CODING	1	256297	NCBI Ortholog
21872	Tjp1	tight junction protein 1	Mus musculus	house mouse	PROTEIN_CODING	24	7082	NCBI Ortholog
50873	Prkn	parkin RBR E3 ubiquitin protein ligase	Mus musculus	house mouse	PROTEIN_CODING	14	5071	NCBI Ortholog
50929	Il22	interleukin 22	Mus musculus	house mouse	PROTEIN_CODING	2	NA	
56532	Ripk3	receptor-interacting serine-threonine kinase 3	Mus musculus	house mouse	PROTEIN_CODING	3	11035	NCBI Ortholog
69865	A1cf	APOBEC1 complementation factor	Mus musculus	house mouse	PROTEIN_CODING	3	29974	NCBI Ortholog
12162	Bmp7	bone morphogenetic protein 7	Mus musculus	house mouse	PROTEIN_CODING	1	655	NCBI Ortholog
12568	Cdk5	cyclin dependent kinase 5	Mus musculus	house mouse	PROTEIN_CODING	3	1020	NCBI Ortholog
12766	Cxcr3	C-X-C motif chemokine receptor 3	Mus musculus	house mouse	PROTEIN_CODING	1	2833	NCBI Ortholog
12813	Col10a1	collagen, type X, alpha 1	Mus musculus	house mouse	PROTEIN_CODING	1	1300	NCBI Ortholog
12914	Crebbp	CREB binding protein	Mus musculus	house mouse	PROTEIN_CODING	5	1387	NCBI Ortholog
12918	Crh	corticotropin releasing hormone	Mus musculus	house mouse	PROTEIN_CODING	1	1392	NCBI Ortholog
13614	Edn1	endothelin 1	Mus musculus	house mouse	PROTEIN_CODING	1	1906	NCBI Ortholog
13819	Epas1	endothelial PAS domain protein 1	Mus musculus	house mouse	PROTEIN_CODING	2	2034	NCBI Ortholog
14828	Hspa5	heat shock protein 5	Mus musculus	house mouse	PROTEIN_CODING	2	3309	NCBI Ortholog
15378	Hnf4a	hepatic nuclear factor 4, alpha	Mus musculus	house mouse	PROTEIN_CODING	5	3172	NCBI Ortholog
15511	Hspa1b	heat shock protein 1B	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
15930	Ido1	indoleamine 2,3-dioxygenase 1	Mus musculus	house mouse	PROTEIN_CODING	2	3620	NCBI Ortholog
16147	Ihh	Indian hedgehog	Mus musculus	house mouse	PROTEIN_CODING	2	3549	NCBI Ortholog
16197	Il7r	interleukin 7 receptor	Mus musculus	house mouse	PROTEIN_CODING	5	3575	NCBI Ortholog
18129	Notch2	notch 2	Mus musculus	house mouse	PROTEIN_CODING	1	4853	NCBI Ortholog
20191	Ryr2	ryanodine receptor 2, cardiac	Mus musculus	house mouse	PROTEIN_CODING	21	6262	NCBI Ortholog
22228	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	Mus musculus	house mouse	PROTEIN_CODING	7	7351	NCBI Ortholog
30955	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	Mus musculus	house mouse	PROTEIN_CODING	8	5294	NCBI Ortholog
56490	Zbtb20	zinc finger and BTB domain containing 20	Mus musculus	house mouse	PROTEIN_CODING	6	26137	NCBI Ortholog
58208	Bcl11b	B cell leukemia/lymphoma 11B	Mus musculus	house mouse	PROTEIN_CODING	18	64919	NCBI Ortholog
11806	Apoa1	apolipoprotein A-I	Mus musculus	house mouse	PROTEIN_CODING	1	335	NCBI Ortholog
13388	Dll1	delta like canonical Notch ligand 1	Mus musculus	house mouse	PROTEIN_CODING	4	28514	NCBI Ortholog
15139	Hc	hemolytic complement	Mus musculus	house mouse	PROTEIN_CODING	2	727	NCBI Ortholog
15550	Htr1a	5-hydroxytryptamine (serotonin) receptor 1A	Mus musculus	house mouse	PROTEIN_CODING	1	3350	NCBI Ortholog
16773	Lama2	laminin, alpha 2	Mus musculus	house mouse	PROTEIN_CODING	5	3908	NCBI Ortholog
16971	Lrp1	low density lipoprotein receptor-related protein 1	Mus musculus	house mouse	PROTEIN_CODING	2	4035	NCBI Ortholog
17702	Msx2	msh homeobox 2	Mus musculus	house mouse	PROTEIN_CODING	1	4488	NCBI Ortholog
18012	Neurod1	neurogenic differentiation 1	Mus musculus	house mouse	PROTEIN_CODING	1	4760	NCBI Ortholog
18671	Abcb1a	ATP-binding cassette, sub-family B member 1A	Mus musculus	house mouse	PROTEIN_CODING	1	NA	
19401	Rara	retinoic acid receptor, alpha	Mus musculus	house mouse	PROTEIN_CODING	10	5914	NCBI Ortholog
20692	Sparc	secreted acidic cysteine rich glycoprotein	Mus musculus	house mouse	PROTEIN_CODING	2	6678	NCBI Ortholog
21825	Thbs1	thrombospondin 1	Mus musculus	house mouse	PROTEIN_CODING	2	7057	NCBI Ortholog
22353	Vip	vasoactive intestinal polypeptide	Mus musculus	house mouse	PROTEIN_CODING	8	7432	NCBI Ortholog
23821	Bace1	beta-site APP cleaving enzyme 1	Mus musculus	house mouse	PROTEIN_CODING	5	23621	NCBI Ortholog
