NCBI.GeneID	Symbol	Description	Taxonomic.Name	Common.Name	Gene.Type	Transcripts	Gene.Group.Identifier	Gene.Group.Method
4128	MAOA	monoamine oxidase A	Homo sapiens	human	PROTEIN_CODING	2	4128	NCBI Ortholog
4170	MCL1	MCL1 apoptosis regulator, BCL2 family member	Homo sapiens	human	PROTEIN_CODING	3	4170	NCBI Ortholog
4988	OPRM1	opioid receptor mu 1	Homo sapiens	human	PROTEIN_CODING	31	4988	NCBI Ortholog
6352	CCL5	C-C motif chemokine ligand 5	Homo sapiens	human	PROTEIN_CODING	2	6352	NCBI Ortholog
1577	CYP3A5	cytochrome P450 family 3 subfamily A member 5	Homo sapiens	human	PROTEIN_CODING	5	1577	NCBI Ortholog
196	AHR	aryl hydrocarbon receptor	Homo sapiens	human	PROTEIN_CODING	1	196	NCBI Ortholog
2263	FGFR2	fibroblast growth factor receptor 2	Homo sapiens	human	PROTEIN_CODING	35	2263	NCBI Ortholog
3486	IGFBP3	insulin like growth factor binding protein 3	Homo sapiens	human	PROTEIN_CODING	4	3486	NCBI Ortholog
4089	SMAD4	SMAD family member 4	Homo sapiens	human	PROTEIN_CODING	6	4089	NCBI Ortholog
5347	PLK1	polo like kinase 1	Homo sapiens	human	PROTEIN_CODING	1	5347	NCBI Ortholog
650	BMP2	bone morphogenetic protein 2	Homo sapiens	human	PROTEIN_CODING	1	650	NCBI Ortholog
6657	SOX2	SRY-box transcription factor 2	Homo sapiens	human	PROTEIN_CODING	1	6657	NCBI Ortholog
8842	PROM1	prominin 1	Homo sapiens	human	PROTEIN_CODING	56	8842	NCBI Ortholog
328	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	Homo sapiens	human	PROTEIN_CODING	4	328	NCBI Ortholog
3643	INSR	insulin receptor	Homo sapiens	human	PROTEIN_CODING	6	3643	NCBI Ortholog
4968	OGG1	8-oxoguanine DNA glycosylase	Homo sapiens	human	PROTEIN_CODING	24	4968	NCBI Ortholog
682	BSG	basigin (Ok blood group)	Homo sapiens	human	PROTEIN_CODING	6	682	NCBI Ortholog
7098	TLR3	toll like receptor 3	Homo sapiens	human	PROTEIN_CODING	1	7098	NCBI Ortholog
7132	TNFRSF1A	TNF receptor superfamily member 1A	Homo sapiens	human	PROTEIN_CODING	4	7132	NCBI Ortholog
7291	TWIST1	twist family bHLH transcription factor 1	Homo sapiens	human	PROTEIN_CODING	2	7291	NCBI Ortholog
8600	TNFSF11	TNF superfamily member 11	Homo sapiens	human	PROTEIN_CODING	10	8600	NCBI Ortholog
983	CDK1	cyclin dependent kinase 1	Homo sapiens	human	PROTEIN_CODING	7	983	NCBI Ortholog
10135	NAMPT	nicotinamide phosphoribosyltransferase	Homo sapiens	human	PROTEIN_CODING	5	10135	NCBI Ortholog
2309	FOXO3	forkhead box O3	Homo sapiens	human	PROTEIN_CODING	16	2309	NCBI Ortholog
4088	SMAD3	SMAD family member 3	Homo sapiens	human	PROTEIN_CODING	13	4088	NCBI Ortholog
5460	POU5F1	POU class 5 homeobox 1	Homo sapiens	human	PROTEIN_CODING	5	5460	NCBI Ortholog
5888	RAD51	RAD51 recombinase	Homo sapiens	human	PROTEIN_CODING	16	5888	NCBI Ortholog
2260	FGFR1	fibroblast growth factor receptor 1	Homo sapiens	human	PROTEIN_CODING	14	2260	NCBI Ortholog
2261	FGFR3	fibroblast growth factor receptor 3	Homo sapiens	human	PROTEIN_CODING	26	2261	NCBI Ortholog
3784	KCNQ1	potassium voltage-gated channel subfamily Q member 1	Homo sapiens	human	PROTEIN_CODING	6	3784	NCBI Ortholog
7161	TP73	tumor protein p73	Homo sapiens	human	PROTEIN_CODING	17	7161	NCBI Ortholog
718	C3	complement C3	Homo sapiens	human	PROTEIN_CODING	1	718	NCBI Ortholog
1387	CREBBP	CREB binding protein	Homo sapiens	human	PROTEIN_CODING	17	1387	NCBI Ortholog
1756	DMD	dystrophin	Homo sapiens	human	PROTEIN_CODING	44	1756	NCBI Ortholog
356	FASLG	Fas ligand	Homo sapiens	human	PROTEIN_CODING	2	356	NCBI Ortholog
5329	PLAUR	plasminogen activator, urokinase receptor	Homo sapiens	human	PROTEIN_CODING	32	5329	NCBI Ortholog
7076	TIMP1	TIMP metallopeptidase inhibitor 1	Homo sapiens	human	PROTEIN_CODING	1	7076	NCBI Ortholog
90865	IL33	interleukin 33	Homo sapiens	human	PROTEIN_CODING	21	90865	NCBI Ortholog
1490	CCN2	cellular communication network factor 2	Homo sapiens	human	PROTEIN_CODING	1	1490	NCBI Ortholog
1786	DNMT1	DNA methyltransferase 1	Homo sapiens	human	PROTEIN_CODING	4	1786	NCBI Ortholog
1803	DPP4	dipeptidyl peptidase 4	Homo sapiens	human	PROTEIN_CODING	8	1803	NCBI Ortholog
2308	FOXO1	forkhead box O1	Homo sapiens	human	PROTEIN_CODING	5	2308	NCBI Ortholog
26191	PTPN22	protein tyrosine phosphatase non-receptor type 22	Homo sapiens	human	PROTEIN_CODING	22	26191	NCBI Ortholog
2778	GNAS	GNAS complex locus	Homo sapiens	human	PROTEIN_CODING	51	2778	NCBI Ortholog
3117	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	Homo sapiens	human	PROTEIN_CODING	11	3117	NCBI Ortholog
3596	IL13	interleukin 13	Homo sapiens	human	PROTEIN_CODING	4	3596	NCBI Ortholog
4763	NF1	neurofibromin 1	Homo sapiens	human	PROTEIN_CODING	3	4763	NCBI Ortholog
11093	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Homo sapiens	human	PROTEIN_CODING	29	11093	NCBI Ortholog
11200	CHEK2	checkpoint kinase 2	Homo sapiens	human	PROTEIN_CODING	43	11200	NCBI Ortholog
1191	CLU	clusterin	Homo sapiens	human	PROTEIN_CODING	3	1191	NCBI Ortholog
1571	CYP2E1	cytochrome P450 family 2 subfamily E member 1	Homo sapiens	human	PROTEIN_CODING	1	1571	NCBI Ortholog
3315	HSPB1	heat shock protein family B (small) member 1	Homo sapiens	human	PROTEIN_CODING	1	3315	NCBI Ortholog
8878	SQSTM1	sequestosome 1	Homo sapiens	human	PROTEIN_CODING	3	8878	NCBI Ortholog
598	BCL2L1	BCL2 like 1	Homo sapiens	human	PROTEIN_CODING	11	598	NCBI Ortholog
7298	TYMS	thymidylate synthetase	Homo sapiens	human	PROTEIN_CODING	5	7298	NCBI Ortholog
846	CASR	calcium sensing receptor	Homo sapiens	human	PROTEIN_CODING	10	846	NCBI Ortholog
1017	CDK2	cyclin dependent kinase 2	Homo sapiens	human	PROTEIN_CODING	5	1017	NCBI Ortholog
1116	CHI3L1	chitinase 3 like 1	Homo sapiens	human	PROTEIN_CODING	15	1116	NCBI Ortholog
1586	CYP17A1	cytochrome P450 family 17 subfamily A member 1	Homo sapiens	human	PROTEIN_CODING	1	1586	NCBI Ortholog
9518	GDF15	growth differentiation factor 15	Homo sapiens	human	PROTEIN_CODING	2	9518	NCBI Ortholog
100507436	MICA	MHC class I polypeptide-related sequence A	Homo sapiens	human	PROTEIN_CODING	5	100507436	NCBI Ortholog
1457	CSNK2A1	casein kinase 2 alpha 1	Homo sapiens	human	PROTEIN_CODING	5	1457	NCBI Ortholog
2305	FOXM1	forkhead box M1	Homo sapiens	human	PROTEIN_CODING	34	2305	NCBI Ortholog
2629	GBA1	glucosylceramidase beta 1	Homo sapiens	human	PROTEIN_CODING	5	2629	NCBI Ortholog
4210	MEFV	MEFV innate immunity regulator, pyrin	Homo sapiens	human	PROTEIN_CODING	2	4210	NCBI Ortholog
5111	PCNA	proliferating cell nuclear antigen	Homo sapiens	human	PROTEIN_CODING	2	5111	NCBI Ortholog
796	CALCA	calcitonin related polypeptide alpha	Homo sapiens	human	PROTEIN_CODING	9	796	NCBI Ortholog
958	CD40	CD40 molecule	Homo sapiens	human	PROTEIN_CODING	17	958	NCBI Ortholog
959	CD40LG	CD40 ligand	Homo sapiens	human	PROTEIN_CODING	1	959	NCBI Ortholog
1385	CREB1	cAMP responsive element binding protein 1	Homo sapiens	human	PROTEIN_CODING	39	1385	NCBI Ortholog
1728	NQO1	NAD(P)H quinone dehydrogenase 1	Homo sapiens	human	PROTEIN_CODING	4	1728	NCBI Ortholog
2896	GRN	granulin precursor	Homo sapiens	human	PROTEIN_CODING	1	2896	NCBI Ortholog
3084	NRG1	neuregulin 1	Homo sapiens	human	PROTEIN_CODING	33	3084	NCBI Ortholog
5027	P2RX7	purinergic receptor P2X 7	Homo sapiens	human	PROTEIN_CODING	16	5027	NCBI Ortholog
5806	PTX3	pentraxin 3	Homo sapiens	human	PROTEIN_CODING	1	5806	NCBI Ortholog
6469	SHH	sonic hedgehog signaling molecule	Homo sapiens	human	PROTEIN_CODING	10	6469	NCBI Ortholog
860	RUNX2	RUNX family transcription factor 2	Homo sapiens	human	PROTEIN_CODING	6	860	NCBI Ortholog
1268	CNR1	cannabinoid receptor 1	Homo sapiens	human	PROTEIN_CODING	23	1268	NCBI Ortholog
1545	CYP1B1	cytochrome P450 family 1 subfamily B member 1	Homo sapiens	human	PROTEIN_CODING	1	1545	NCBI Ortholog
3620	IDO1	indoleamine 2,3-dioxygenase 1	Homo sapiens	human	PROTEIN_CODING	1	3620	NCBI Ortholog
5295	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	Homo sapiens	human	PROTEIN_CODING	13	5295	NCBI Ortholog
5465	PPARA	peroxisome proliferator activated receptor alpha	Homo sapiens	human	PROTEIN_CODING	40	5465	NCBI Ortholog
648	BMI1	BMI1 proto-oncogene, polycomb ring finger	Homo sapiens	human	PROTEIN_CODING	5	648	NCBI Ortholog
2200	FBN1	fibrillin 1	Homo sapiens	human	PROTEIN_CODING	4	2200	NCBI Ortholog
23405	DICER1	dicer 1, ribonuclease III	Homo sapiens	human	PROTEIN_CODING	34	23405	NCBI Ortholog
2885	GRB2	growth factor receptor bound protein 2	Homo sapiens	human	PROTEIN_CODING	2	2885	NCBI Ortholog
3308	HSPA4	heat shock protein family A (Hsp70) member 4	Homo sapiens	human	PROTEIN_CODING	2	3308	NCBI Ortholog
3559	IL2RA	interleukin 2 receptor subunit alpha	Homo sapiens	human	PROTEIN_CODING	3	3559	NCBI Ortholog
4018	LPA	lipoprotein(a)	Homo sapiens	human	PROTEIN_CODING	1	4018	NCBI Ortholog
4297	KMT2A	lysine methyltransferase 2A	Homo sapiens	human	PROTEIN_CODING	15	4297	NCBI Ortholog
4323	MMP14	matrix metallopeptidase 14	Homo sapiens	human	PROTEIN_CODING	1	4323	NCBI Ortholog
5580	PRKCD	protein kinase C delta	Homo sapiens	human	PROTEIN_CODING	10	5580	NCBI Ortholog
7431	VIM	vimentin	Homo sapiens	human	PROTEIN_CODING	1	7431	NCBI Ortholog
203228	C9orf72	C9orf72-SMCR8 complex subunit	Homo sapiens	human	PROTEIN_CODING	3	203228	NCBI Ortholog
3667	IRS1	insulin receptor substrate 1	Homo sapiens	human	PROTEIN_CODING	4	3667	NCBI Ortholog
60489	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	Homo sapiens	human	PROTEIN_CODING	5	60489	NCBI Ortholog
811	CALR	calreticulin	Homo sapiens	human	PROTEIN_CODING	1	811	NCBI Ortholog
948	CD36	CD36 molecule (CD36 blood group)	Homo sapiens	human	PROTEIN_CODING	38	948	NCBI Ortholog
2022	ENG	endoglin	Homo sapiens	human	PROTEIN_CODING	4	2022	NCBI Ortholog
331	XIAP	X-linked inhibitor of apoptosis	Homo sapiens	human	PROTEIN_CODING	7	331	NCBI Ortholog
354	KLK3	kallikrein related peptidase 3	Homo sapiens	human	PROTEIN_CODING	3	354	NCBI Ortholog
57817	HAMP	hepcidin antimicrobial peptide	Homo sapiens	human	PROTEIN_CODING	1	57817	NCBI Ortholog
6280	S100A9	S100 calcium binding protein A9	Homo sapiens	human	PROTEIN_CODING	1	6280	NCBI Ortholog
6285	S100B	S100 calcium binding protein B	Homo sapiens	human	PROTEIN_CODING	3	6285	NCBI Ortholog
6615	SNAI1	snail family transcriptional repressor 1	Homo sapiens	human	PROTEIN_CODING	1	6615	NCBI Ortholog
7052	TGM2	transglutaminase 2	Homo sapiens	human	PROTEIN_CODING	10	7052	NCBI Ortholog
7057	THBS1	thrombospondin 1	Homo sapiens	human	PROTEIN_CODING	5	7057	NCBI Ortholog
8678	BECN1	beclin 1	Homo sapiens	human	PROTEIN_CODING	14	8678	NCBI Ortholog
998	CDC42	cell division cycle 42	Homo sapiens	human	PROTEIN_CODING	3	998	NCBI Ortholog
10673	TNFSF13B	TNF superfamily member 13b	Homo sapiens	human	PROTEIN_CODING	4	10673	NCBI Ortholog
11186	RASSF1	Ras association domain family member 1	Homo sapiens	human	PROTEIN_CODING	9	11186	NCBI Ortholog
2312	FLG	filaggrin	Homo sapiens	human	PROTEIN_CODING	1	2312	NCBI Ortholog
3593	IL12B	interleukin 12B	Homo sapiens	human	PROTEIN_CODING	1	3593	NCBI Ortholog
4893	NRAS	NRAS proto-oncogene, GTPase	Homo sapiens	human	PROTEIN_CODING	1	4893	NCBI Ortholog
5021	OXTR	oxytocin receptor	Homo sapiens	human	PROTEIN_CODING	6	5021	NCBI Ortholog
5315	PKM	pyruvate kinase M1/2	Homo sapiens	human	PROTEIN_CODING	21	5315	NCBI Ortholog
5328	PLAU	plasminogen activator, urokinase	Homo sapiens	human	PROTEIN_CODING	7	5328	NCBI Ortholog
6794	STK11	serine/threonine kinase 11	Homo sapiens	human	PROTEIN_CODING	3	6794	NCBI Ortholog
6935	ZEB1	zinc finger E-box binding homeobox 1	Homo sapiens	human	PROTEIN_CODING	71	6935	NCBI Ortholog
7412	VCAM1	vascular cell adhesion molecule 1	Homo sapiens	human	PROTEIN_CODING	3	7412	NCBI Ortholog
9365	KL	klotho	Homo sapiens	human	PROTEIN_CODING	7	9365	NCBI Ortholog
2034	EPAS1	endothelial PAS domain protein 1	Homo sapiens	human	PROTEIN_CODING	3	2034	NCBI Ortholog
2056	EPO	erythropoietin	Homo sapiens	human	PROTEIN_CODING	1	2056	NCBI Ortholog
2155	F7	coagulation factor VII	Homo sapiens	human	PROTEIN_CODING	14	2155	NCBI Ortholog
2212	FCGR2A	Fc gamma receptor IIa	Homo sapiens	human	PROTEIN_CODING	19	2212	NCBI Ortholog
22943	DKK1	dickkopf WNT signaling pathway inhibitor 1	Homo sapiens	human	PROTEIN_CODING	1	22943	NCBI Ortholog
3172	HNF4A	hepatocyte nuclear factor 4 alpha	Homo sapiens	human	PROTEIN_CODING	18	3172	NCBI Ortholog
3685	ITGAV	integrin subunit alpha V	Homo sapiens	human	PROTEIN_CODING	5	3685	NCBI Ortholog
5371	PML	PML nuclear body scaffold	Homo sapiens	human	PROTEIN_CODING	9	5371	NCBI Ortholog
7048	TGFBR2	transforming growth factor beta receptor 2	Homo sapiens	human	PROTEIN_CODING	17	7048	NCBI Ortholog
7139	TNNT2	troponin T2, cardiac type	Homo sapiens	human	PROTEIN_CODING	27	7139	NCBI Ortholog
867	CBL	Cbl proto-oncogene	Homo sapiens	human	PROTEIN_CODING	1	867	NCBI Ortholog
116519	APOA5	apolipoprotein A5	Homo sapiens	human	PROTEIN_CODING	3	116519	NCBI Ortholog
1788	DNMT3A	DNA methyltransferase 3 alpha	Homo sapiens	human	PROTEIN_CODING	38	1788	NCBI Ortholog
1994	ELAVL1	ELAV like RNA binding protein 1	Homo sapiens	human	PROTEIN_CODING	5	1994	NCBI Ortholog
2521	FUS	FUS RNA binding protein	Homo sapiens	human	PROTEIN_CODING	10	2521	NCBI Ortholog
2539	G6PD	glucose-6-phosphate dehydrogenase	Homo sapiens	human	PROTEIN_CODING	3	2539	NCBI Ortholog
285	ANGPT2	angiopoietin 2	Homo sapiens	human	PROTEIN_CODING	6	285	NCBI Ortholog
302	ANXA2	annexin A2	Homo sapiens	human	PROTEIN_CODING	20	302	NCBI Ortholog
3240	HP	haptoglobin	Homo sapiens	human	PROTEIN_CODING	3	3240	NCBI Ortholog
3600	IL15	interleukin 15	Homo sapiens	human	PROTEIN_CODING	3	3600	NCBI Ortholog
4160	MC4R	melanocortin 4 receptor	Homo sapiens	human	PROTEIN_CODING	1	4160	NCBI Ortholog
4854	NOTCH3	notch receptor 3	Homo sapiens	human	PROTEIN_CODING	3	4854	NCBI Ortholog
5591	PRKDC	protein kinase, DNA-activated, catalytic subunit	Homo sapiens	human	PROTEIN_CODING	2	5591	NCBI Ortholog
6927	HNF1A	HNF1 homeobox A	Homo sapiens	human	PROTEIN_CODING	5	6927	NCBI Ortholog
7430	EZR	ezrin	Homo sapiens	human	PROTEIN_CODING	4	7430	NCBI Ortholog
1050	CEBPA	CCAAT enhancer binding protein alpha	Homo sapiens	human	PROTEIN_CODING	4	1050	NCBI Ortholog
1544	CYP1A2	cytochrome P450 family 1 subfamily A member 2	Homo sapiens	human	PROTEIN_CODING	1	1544	NCBI Ortholog
268	AMH	anti-Mullerian hormone	Homo sapiens	human	PROTEIN_CODING	1	268	NCBI Ortholog
2688	GH1	growth hormone 1	Homo sapiens	human	PROTEIN_CODING	3	2688	NCBI Ortholog
3956	LGALS1	galectin 1	Homo sapiens	human	PROTEIN_CODING	1	3956	NCBI Ortholog
4049	LTA	lymphotoxin alpha	Homo sapiens	human	PROTEIN_CODING	17	4049	NCBI Ortholog
5156	PDGFRA	platelet derived growth factor receptor alpha	Homo sapiens	human	PROTEIN_CODING	13	5156	NCBI Ortholog
5894	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	Homo sapiens	human	PROTEIN_CODING	21	5894	NCBI Ortholog
6850	SYK	spleen associated tyrosine kinase	Homo sapiens	human	PROTEIN_CODING	13	6850	NCBI Ortholog
7153	TOP2A	DNA topoisomerase II alpha	Homo sapiens	human	PROTEIN_CODING	5	7153	NCBI Ortholog
1589	CYP21A2	cytochrome P450 family 21 subfamily A member 2	Homo sapiens	human	PROTEIN_CODING	7	1589	NCBI Ortholog
23586	RIGI	RNA sensor RIG-I	Homo sapiens	human	PROTEIN_CODING	7	23586	NCBI Ortholog
3303	HSPA1A	heat shock protein family A (Hsp70) member 1A	Homo sapiens	human	PROTEIN_CODING	1	3303	NCBI Ortholog
3689	ITGB2	integrin subunit beta 2	Homo sapiens	human	PROTEIN_CODING	6	3689	NCBI Ortholog
4615	MYD88	MYD88 innate immune signal transduction adaptor	Homo sapiens	human	PROTEIN_CODING	8	4615	NCBI Ortholog
4792	NFKBIA	NFKB inhibitor alpha	Homo sapiens	human	PROTEIN_CODING	1	4792	NCBI Ortholog
567	B2M	beta-2-microglobulin	Homo sapiens	human	PROTEIN_CODING	4	567	NCBI Ortholog
6662	SOX9	SRY-box transcription factor 9	Homo sapiens	human	PROTEIN_CODING	1	6662	NCBI Ortholog
7133	TNFRSF1B	TNF receptor superfamily member 1B	Homo sapiens	human	PROTEIN_CODING	10	7133	NCBI Ortholog
7189	TRAF6	TNF receptor associated factor 6	Homo sapiens	human	PROTEIN_CODING	2	7189	NCBI Ortholog
10855	HPSE	heparanase	Homo sapiens	human	PROTEIN_CODING	4	10855	NCBI Ortholog
1111	CHEK1	checkpoint kinase 1	Homo sapiens	human	PROTEIN_CODING	19	1111	NCBI Ortholog
11315	PARK7	Parkinsonism associated deglycase	Homo sapiens	human	PROTEIN_CODING	4	11315	NCBI Ortholog
133	ADM	adrenomedullin	Homo sapiens	human	PROTEIN_CODING	1	133	NCBI Ortholog
1958	EGR1	early growth response 1	Homo sapiens	human	PROTEIN_CODING	1	1958	NCBI Ortholog
2214	FCGR3A	Fc gamma receptor IIIa	Homo sapiens	human	PROTEIN_CODING	10	2214	NCBI Ortholog
4316	MMP7	matrix metallopeptidase 7	Homo sapiens	human	PROTEIN_CODING	1	4316	NCBI Ortholog
4613	MYCN	MYCN proto-oncogene, bHLH transcription factor	Homo sapiens	human	PROTEIN_CODING	6	4613	NCBI Ortholog
5300	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Homo sapiens	human	PROTEIN_CODING	5	5300	NCBI Ortholog
540	ATP7B	ATPase copper transporting beta	Homo sapiens	human	PROTEIN_CODING	41	540	NCBI Ortholog
5566	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	Homo sapiens	human	PROTEIN_CODING	3	5566	NCBI Ortholog
5950	RBP4	retinol binding protein 4	Homo sapiens	human	PROTEIN_CODING	3	5950	NCBI Ortholog
6323	SCN1A	sodium voltage-gated channel alpha subunit 1	Homo sapiens	human	PROTEIN_CODING	20	6323	NCBI Ortholog
7128	TNFAIP3	TNF alpha induced protein 3	Homo sapiens	human	PROTEIN_CODING	19	7128	NCBI Ortholog
7253	TSHR	thyroid stimulating hormone receptor	Homo sapiens	human	PROTEIN_CODING	8	7253	NCBI Ortholog
7424	VEGFC	vascular endothelial growth factor C	Homo sapiens	human	PROTEIN_CODING	1	7424	NCBI Ortholog
7442	TRPV1	transient receptor potential cation channel subfamily V member 1	Homo sapiens	human	PROTEIN_CODING	4	7442	NCBI Ortholog
8091	HMGA2	high mobility group AT-hook 2	Homo sapiens	human	PROTEIN_CODING	5	8091	NCBI Ortholog
9314	KLF4	KLF transcription factor 4	Homo sapiens	human	PROTEIN_CODING	2	9314	NCBI Ortholog
2065	ERBB3	erb-b2 receptor tyrosine kinase 3	Homo sapiens	human	PROTEIN_CODING	5	2065	NCBI Ortholog
2534	FYN	FYN proto-oncogene, Src family tyrosine kinase	Homo sapiens	human	PROTEIN_CODING	37	2534	NCBI Ortholog
2625	GATA3	GATA binding protein 3	Homo sapiens	human	PROTEIN_CODING	11	2625	NCBI Ortholog
2784	GNB3	G protein subunit beta 3	Homo sapiens	human	PROTEIN_CODING	6	2784	NCBI Ortholog
5159	PDGFRB	platelet derived growth factor receptor beta	Homo sapiens	human	PROTEIN_CODING	4	5159	NCBI Ortholog
5562	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	Homo sapiens	human	PROTEIN_CODING	10	5562	NCBI Ortholog
7046	TGFBR1	transforming growth factor beta receptor 1	Homo sapiens	human	PROTEIN_CODING	30	7046	NCBI Ortholog
79001	VKORC1	vitamin K epoxide reductase complex subunit 1	Homo sapiens	human	PROTEIN_CODING	3	79001	NCBI Ortholog
80339	PNPLA3	patatin like phospholipase domain containing 3	Homo sapiens	human	PROTEIN_CODING	1	80339	NCBI Ortholog
9021	SOCS3	suppressor of cytokine signaling 3	Homo sapiens	human	PROTEIN_CODING	3	9021	NCBI Ortholog
10018	BCL2L11	BCL2 like 11	Homo sapiens	human	PROTEIN_CODING	53	10018	NCBI Ortholog
1019	CDK4	cyclin dependent kinase 4	Homo sapiens	human	PROTEIN_CODING	1	1019	NCBI Ortholog
174	AFP	alpha fetoprotein	Homo sapiens	human	PROTEIN_CODING	2	174	NCBI Ortholog
3014	H2AX	H2A.X variant histone	Homo sapiens	human	PROTEIN_CODING	1	3014	NCBI Ortholog
545	ATR	ATR serine/threonine kinase	Homo sapiens	human	PROTEIN_CODING	16	545	NCBI Ortholog
6786	STIM1	stromal interaction molecule 1	Homo sapiens	human	PROTEIN_CODING	22	6786	NCBI Ortholog
729230	CCR2	C-C motif chemokine receptor 2	Homo sapiens	human	PROTEIN_CODING	2	729230	NCBI Ortholog
10631	POSTN	periostin	Homo sapiens	human	PROTEIN_CODING	17	10631	NCBI Ortholog
30835	CD209	CD209 molecule	Homo sapiens	human	PROTEIN_CODING	8	30835	NCBI Ortholog
3375	IAPP	islet amyloid polypeptide	Homo sapiens	human	PROTEIN_CODING	2	3375	NCBI Ortholog
3570	IL6R	interleukin 6 receptor	Homo sapiens	human	PROTEIN_CODING	35	3570	NCBI Ortholog
4087	SMAD2	SMAD family member 2	Homo sapiens	human	PROTEIN_CODING	9	4087	NCBI Ortholog
4157	MC1R	melanocortin 1 receptor	Homo sapiens	human	PROTEIN_CODING	1	4157	NCBI Ortholog
4904	YBX1	Y-box binding protein 1	Homo sapiens	human	PROTEIN_CODING	4	4904	NCBI Ortholog
5053	PAH	phenylalanine hydroxylase	Homo sapiens	human	PROTEIN_CODING	4	5053	NCBI Ortholog
5058	PAK1	p21 (RAC1) activated kinase 1	Homo sapiens	human	PROTEIN_CODING	63	5058	NCBI Ortholog
5080	PAX6	paired box 6	Homo sapiens	human	PROTEIN_CODING	53	5080	NCBI Ortholog
5340	PLG	plasminogen	Homo sapiens	human	PROTEIN_CODING	2	5340	NCBI Ortholog
5478	PPIA	peptidylprolyl isomerase A	Homo sapiens	human	PROTEIN_CODING	5	5478	NCBI Ortholog
5624	PROC	protein C, inactivator of coagulation factors Va and VIIIa	Homo sapiens	human	PROTEIN_CODING	21	5624	NCBI Ortholog
652	BMP4	bone morphogenetic protein 4	Homo sapiens	human	PROTEIN_CODING	9	652	NCBI Ortholog
7077	TIMP2	TIMP metallopeptidase inhibitor 2	Homo sapiens	human	PROTEIN_CODING	1	7077	NCBI Ortholog
7415	VCP	valosin containing protein	Homo sapiens	human	PROTEIN_CODING	3	7415	NCBI Ortholog
7474	WNT5A	Wnt family member 5A	Homo sapiens	human	PROTEIN_CODING	29	7474	NCBI Ortholog
7517	XRCC3	X-ray repair cross complementing 3	Homo sapiens	human	PROTEIN_CODING	12	7517	NCBI Ortholog
864	RUNX3	RUNX family transcription factor 3	Homo sapiens	human	PROTEIN_CODING	8	864	NCBI Ortholog
2078	ERG	ETS transcription factor ERG	Homo sapiens	human	PROTEIN_CODING	10	2078	NCBI Ortholog
23621	BACE1	beta-secretase 1	Homo sapiens	human	PROTEIN_CODING	7	23621	NCBI Ortholog
3066	HDAC2	histone deacetylase 2	Homo sapiens	human	PROTEIN_CODING	5	3066	NCBI Ortholog
3767	KCNJ11	potassium inwardly rectifying channel subfamily J member 11	Homo sapiens	human	PROTEIN_CODING	4	3767	NCBI Ortholog
4035	LRP1	LDL receptor related protein 1	Homo sapiens	human	PROTEIN_CODING	1	4035	NCBI Ortholog
